type,drugbank_id,groups,name,SMILES
small molecule,DB00166,"['approved', 'investigational', 'nutraceutical']",Lipoic acid,OC(=O)CCCC[C@@H]1CCSS1
small molecule,DB00167,"['investigational', 'nutraceutical']",Isoleucine,CC[C@H](C)[C@H](N)C(O)=O
small molecule,DB00168,"['investigational', 'nutraceutical']",Aspartame,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O
small molecule,DB00169,"['approved', 'nutraceutical']",Cholecalciferol,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
small molecule,DB00170,"['approved', 'nutraceutical']",Menadione,CC1=CC(=O)C2=CC=CC=C2C1=O
small molecule,DB00171,"['investigational', 'nutraceutical']",ATP,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
small molecule,DB00172,['nutraceutical'],Proline,OC(=O)[C@@H]1CCCN1
small molecule,DB00173,"['approved', 'nutraceutical']",Adenine,NC1=C2NC=NC2=NC=N1
small molecule,DB00174,"['approved', 'investigational', 'nutraceutical']",Asparagine,N[C@@H](CC(N)=O)C(O)=O
small molecule,DB00175,['approved'],Pravastatin,[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC
small molecule,DB00176,"['approved', 'investigational']",Fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F
small molecule,DB00177,"['approved', 'investigational']",Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O
small molecule,DB00178,['approved'],Ramipril,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC
small molecule,DB00179,"['approved', 'investigational']",Masoprocol,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1
small molecule,DB00180,"['approved', 'investigational']",Flunisolide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
small molecule,DB00181,['approved'],Baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1
small molecule,DB00182,"['approved', 'illicit', 'investigational']",Amphetamine,CC(N)CC1=CC=CC=C1
small molecule,DB00183,['approved'],Pentagastrin,CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
small molecule,DB00184,['approved'],Nicotine,CN1CCC[C@H]1C1=CN=CC=C1
small molecule,DB00185,['approved'],Cevimeline,CC1O[C@@]2(CS1)CN1CCC2CC1
small molecule,DB00186,['approved'],Lorazepam,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
small molecule,DB00187,"['approved', 'withdrawn']",Esmolol,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
small molecule,DB00188,"['approved', 'investigational']",Bortezomib,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
small molecule,DB00189,"['approved', 'illicit', 'withdrawn']",Ethchlorvynol,CCC(O)(\C=C\Cl)C#C
small molecule,DB00190,['approved'],Carbidopa,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O
small molecule,DB00191,"['approved', 'illicit']",Phentermine,CC(C)(N)CC1=CC=CC=C1
small molecule,DB00192,['approved'],Indecainide,CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12
small molecule,DB00193,"['approved', 'investigational']",Tramadol,COC1=CC=CC(=C1)C1(O)CCCCC1CN(C)C
small molecule,DB00194,"['approved', 'investigational']",Vidarabine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
small molecule,DB00195,"['approved', 'investigational']",Betaxolol,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1
small molecule,DB00196,"['approved', 'investigational']",Fluconazole,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
small molecule,DB00197,"['approved', 'investigational', 'withdrawn']",Troglitazone,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O
small molecule,DB00198,['approved'],Oseltamivir,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
small molecule,DB00199,"['approved', 'investigational', 'vet_approved']",Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
small molecule,DB00200,['approved'],Hydroxocobalamin,[N+]1=2[Co-3]345([N+]6=C7[C@H]([C@@](CC(=O)N)(C)[C@@]6([C@@]6(N3C(=C(C)C3=[N+]4C(C(C)(C)[C@@H]3CCC(=O)N)=CC3=[N+]5C(=C7C)[C@@](CC(=O)N)([C@@H]3CCC(=O)N)C)[C@@](C)([C@H]6CC(=O)N)CCC(NC[C@@H](C)OP(=O)(O[C@@H]3[C@H](O[C@H](N(C4=CC(=C(C=C14)C)C)C=2)[C@@H]3O)CO)[O-])=O)[H])C)CCC(=O)N)O[H]
small molecule,DB00201,['approved'],Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
small molecule,DB00202,['approved'],Succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
small molecule,DB00203,"['approved', 'investigational']",Sildenafil,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1
small molecule,DB00204,"['approved', 'investigational']",Dofetilide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
small molecule,DB00205,"['approved', 'investigational', 'vet_approved']",Pyrimethamine,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1
small molecule,DB00206,"['approved', 'investigational', 'withdrawn']",Reserpine,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
small molecule,DB00207,['approved'],Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
small molecule,DB00208,['approved'],Ticlopidine,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
small molecule,DB00209,['approved'],Trospium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1
small molecule,DB00210,['approved'],Adapalene,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2
small molecule,DB00211,['approved'],Midodrine,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1
small molecule,DB00212,['experimental'],Remikiren,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1
small molecule,DB00213,['approved'],Pantoprazole,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1
small molecule,DB00214,['approved'],Torasemide,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1
small molecule,DB00215,['approved'],Citalopram,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
small molecule,DB00216,"['approved', 'investigational']",Eletriptan,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
small molecule,DB00217,['approved'],Bethanidine,CN\C(NCC1=CC=CC=C1)=N/C
small molecule,DB00218,"['approved', 'investigational']",Moxifloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
small molecule,DB00219,['approved'],Oxyphenonium,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
small molecule,DB00220,['approved'],Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C
small molecule,DB00221,['approved'],Isoetharine,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1
small molecule,DB00222,['approved'],Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
small molecule,DB00223,['approved'],Diflorasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
